2022-10-25 21:34:59 startup archives install
2022-10-25 21:35:42 status unpacked powermgmt-base:all 1.36
2022-10-25 21:35:42 status half-configured powermgmt-base:all 1.36
2022-10-25 21:35:42 status installed powermgmt-base:all 1.36
2022-10-25 21:35:42 configure libpipeline1:amd64 1.5.5-1 <none>
2022-10-25 21:35:42 status unpacked libpipeline1:amd64 1.5.5-1
2022-10-25 21:35:42 status half-configured libpipeline1:amd64 1.5.5-1
2022-10-25 21:35:42 status installed libpipeline1:amd64 1.5.5-1
2022-10-25 21:35:42 configure liblmdb0:amd64 0.9.24-1build2 <none>
2022-10-25 21:35:42 status unpacked liblmdb0:amd64 0.9.24-1build2
2022-10-25 21:35:42 status half-configured liblmdb0:amd64 0.9.24-1build2
2022-10-25 21:35:42 status installed liblmdb0:amd64 0.9.24-1build2
2022-10-25 21:35:42 configure motd-news-config:all 12ubuntu4.2 <none>
2022-10-25 21:35:42 status unpacked motd-news-config:all 12ubuntu4.2
2022-10-25 21:35:42 status half-configured motd-news-config:all 12ubuntu4.2
2022-10-25 21:35:42 status installed motd-news-config:all 12ubuntu4.2
2022-10-25 21:35:42 configure python3-more-itertools:all 8.10.0-2 <none>
2022-10-25 21:35:42 status unpacked python3-more-itertools:all 8.10.0-2
2022-10-25 21:35:42 status half-configured python3-more-itertools:all 8.10.0-2
2022-10-25 21:35:42 status installed python3-more-itertools:all 8.10.0-2
2022-10-25 21:35:42 configure wsl-setup:amd64 0.2 <none>
2022-10-25 21:35:42 status unpacked wsl-setup:amd64 0.2
2022-10-25 21:35:42 status half-configured wsl-setup:amd64 0.2
2022-10-25 21:35:42 status installed wsl-setup:amd64 0.2
2022-10-25 21:35:42 configure libpython3.10:amd64 3.10.6-1~22.04 <none>
2022-10-25 21:35:42 status unpacked libpython3.10:amd64 3.10.6-1~22.04
2022-10-25 21:35:42 status half-configured libpython3.10:amd64 3.10.6-1~22.04
2022-10-25 21:35:42 status installed libpython3.10:amd64 3.10.6-1~22.04
2022-10-25 21:35:42 configure libdw1:amd64 0.186-1build1 <none>
2022-10-25 21:35:42 status unpacked libdw1:amd64 0.186-1build1
2022-10-25 21:35:42 status half-configured libdw1:amd64 0.186-1build1
2022-10-25 21:35:42 status installed libdw1:amd64 0.186-1build1
2022-10-25 21:35:42 configure libxau6:amd64 1:1.0.9-1build5 <none>
2022-10-25 21:35:42 status unpacked libxau6:amd64 1:1.0.9-1build5
2022-10-25 21:35:42 status half-configured libxau6:amd64 1:1.0.9-1build5
2022-10-25 21:35:42 status installed libxau6:amd64 1:1.0.9-1build5
2022-10-25 21:35:42 configure libxdmcp6:amd64 1:1.1.3-0ubuntu5 <none>
2022-10-25 21:35:42 status unpacked libxdmcp6:amd64 1:1.1.3-0ubuntu5
2022-10-25 21:35:42 status half-configured libxdmcp6:amd64 1:1.1.3-0ubuntu5
2022-10-25 21:35:42 status installed libxdmcp6:amd64 1:1.1.3-0ubuntu5
2022-10-25 21:35:42 configure time:amd64 1.9-0.1build2 <none>
2022-10-25 21:35:42 status unpacked time:amd64 1.9-0.1build2
2022-10-25 21:35:42 status half-configured time:amd64 1.9-0.1build2
2022-10-25 21:35:42 status installed time:amd64 1.9-0.1build2
2022-10-25 21:35:42 configure pci.ids:all 0.0~2022.01.22-1 <none>
2022-10-25 21:35:42 status unpacked pci.ids:all 0.0~2022.01.22-1
2022-10-25 21:35:42 status half-configured pci.ids:all 0.0~2022.01.22-1
2022-10-25 21:35:42 status installed pci.ids:all 0.0~2022.01.22-1
2022-10-25 21:35:42 configure libpsl5:amd64 0.21.0-1.2build2 <none>
2022-10-25 21:35:42 status unpacked libpsl5:amd64 0.21.0-1.2build2
2022-10-25 21:35:42 status half-configured libpsl5:amd64 0.21.0-1.2build2
2022-10-25 21:35:42 status installed libpsl5:amd64 0.21.0-1.2build2
2022-10-25 21:35:42 configure libxcb1:amd64 1.14-3ubuntu3 <none>
2022-10-25 21:35:42 status unpacked libxcb1:amd64 1.14-3ubuntu3
2022-10-25 21:35:42 status half-configured libxcb1:amd64 1.14-3ubuntu3
2022-10-25 21:35:42 status installed libxcb1:amd64 1.14-3ubuntu3
2022-10-25 21:35:42 configure libsodium23:amd64 1.0.18-1build2 <none>
2022-10-25 21:35:42 status unpacked libsodium23:amd64 1.0.18-1build2
2022-10-25 21:35:42 status half-configured libsodium23:amd64 1.0.18-1build2
2022-10-25 21:35:42 status installed libsodium23:amd64 1.0.18-1build2
2022-10-25 21:35:42 configure libgpm2:amd64 1.20.7-10build1 <none>
2022-10-25 21:35:42 status unpacked libgpm2:amd64 1.20.7-10build1
2022-10-25 21:35:42 status half-configured libgpm2:amd64 1.20.7-10build1
2022-10-25 21:35:42 status installed libgpm2:amd64 1.20.7-10build1
2022-10-25 21:35:42 configure telnet:amd64 0.17-44build1 <none>
2022-10-25 21:35:42 status unpacked telnet:amd64 0.17-44build1
2022-10-25 21:35:42 status half-configured telnet:amd64 0.17-44build1
2022-10-25 21:35:42 status installed telnet:amd64 0.17-44build1
2022-10-25 21:35:42 configure bsdextrautils:amd64 2.37.2-4ubuntu3 <none>
2022-10-25 21:35:42 status unpacked bsdextrautils:amd64 2.37.2-4ubuntu3
2022-10-25 21:35:42 status half-configured bsdextrautils:amd64 2.37.2-4ubuntu3
2022-10-25 21:35:42 status installed bsdextrautils:amd64 2.37.2-4ubuntu3
2022-10-25 21:35:42 configure python3-distro:all 1.7.0-1 <none>
2022-10-25 21:35:42 status unpacked python3-distro:all 1.7.0-1
2022-10-25 21:35:42 status half-configured python3-distro:all 1.7.0-1
2022-10-25 21:35:42 status installed python3-distro:all 1.7.0-1
2022-10-25 21:35:42 configure wget:amd64 1.21.2-2ubuntu1 <none>
2022-10-25 21:35:42 status unpacked wget:amd64 1.21.2-2ubuntu1
2022-10-25 21:35:42 status half-configured wget:amd64 1.21.2-2ubuntu1
2022-10-25 21:35:42 status installed wget:amd64 1.21.2-2ubuntu1
2022-10-25 21:35:42 configure python3-jwt:all 2.3.0-1ubuntu0.2 <none>
2022-10-25 21:35:42 status unpacked python3-jwt:all 2.3.0-1ubuntu0.2
2022-10-25 21:35:42 status half-configured python3-jwt:all 2.3.0-1ubuntu0.2
2022-10-25 21:35:42 status installed python3-jwt:all 2.3.0-1ubuntu0.2
2022-10-25 21:35:42 configure libmagic-mgc:amd64 1:5.41-3 <none>
2022-10-25 21:35:42 status unpacked libmagic-mgc:amd64 1:5.41-3
2022-10-25 21:35:42 status half-configured libmagic-mgc:amd64 1:5.41-3
2022-10-25 21:35:42 status installed libmagic-mgc:amd64 1:5.41-3
2022-10-25 21:35:42 configure gawk:amd64 1:5.1.0-1build3 <none>
2022-10-25 21:35:42 status unpacked gawk:amd64 1:5.1.0-1build3
2022-10-25 21:35:42 status half-configured gawk:amd64 1:5.1.0-1build3
2022-10-25 21:35:42 status installed gawk:amd64 1:5.1.0-1build3
2022-10-25 21:35:42 configure psmisc:amd64 23.4-2build3 <none>
2022-10-25 21:35:42 status unpacked psmisc:amd64 23.4-2build3
2022-10-25 21:35:42 status half-configured psmisc:amd64 23.4-2build3
2022-10-25 21:35:42 status installed psmisc:amd64 23.4-2build3
2022-10-25 21:35:42 configure python3-problem-report:all 2.20.11-0ubuntu82.1 <none>
2022-10-25 21:35:42 status unpacked python3-problem-report:all 2.20.11-0ubuntu82.1
2022-10-25 21:35:42 status half-configured python3-problem-report:all 2.20.11-0ubuntu82.1
2022-10-25 21:35:43 status installed python3-problem-report:all 2.20.11-0ubuntu82.1
2022-10-25 21:35:43 configure libip6tc2:amd64 1.8.7-1ubuntu5 <none>
2022-10-25 21:35:43 status unpacked libip6tc2:amd64 1.8.7-1ubuntu5
2022-10-25 21:35:43 status half-configured libip6tc2:amd64 1.8.7-1ubuntu5
2022-10-25 21:35:43 status installed libip6tc2:amd64 1.8.7-1ubuntu5
2022-10-25 21:35:43 configure manpages:all 5.10-1ubuntu1 <none>
2022-10-25 21:35:43 status unpacked manpages:all 5.10-1ubuntu1
2022-10-25 21:35:43 status half-configured manpages:all 5.10-1ubuntu1
2022-10-25 21:35:43 status installed manpages:all 5.10-1ubuntu1
2022-10-25 21:35:43 configure libmaxminddb0:amd64 1.5.2-1build2 <none>
2022-10-25 21:35:43 status unpacked libmaxminddb0:amd64 1.5.2-1build2
2022-10-25 21:35:43 status half-configured libmaxminddb0:amd64 1.5.2-1build2
2022-10-25 21:35:43 status installed libmaxminddb0:amd64 1.5.2-1build2
2022-10-25 21:35:43 configure fonts-ubuntu:all 0.83-6ubuntu1 <none>
2022-10-25 21:35:43 status unpacked fonts-ubuntu:all 0.83-6ubuntu1
2022-10-25 21:35:43 status half-configured fonts-ubuntu:all 0.83-6ubuntu1
2022-10-25 21:35:43 status installed fonts-ubuntu:all 0.83-6ubuntu1
2022-10-25 21:35:43 configure libxmlb2:amd64 0.3.6-2build1 <none>
2022-10-25 21:35:43 status unpacked libxmlb2:amd64 0.3.6-2build1
2022-10-25 21:35:43 status half-configured libxmlb2:amd64 0.3.6-2build1
2022-10-25 21:35:43 status installed libxmlb2:amd64 0.3.6-2build1
2022-10-25 21:35:43 configure libcbor0.8:amd64 0.8.0-2ubuntu1 <none>
2022-10-25 21:35:43 status unpacked libcbor0.8:amd64 0.8.0-2ubuntu1
2022-10-25 21:35:43 status half-configured libcbor0.8:amd64 0.8.0-2ubuntu1
2022-10-25 21:35:43 status installed libcbor0.8:amd64 0.8.0-2ubuntu1
2022-10-25 21:35:43 configure libbrotli1:amd64 1.0.9-2build6 <none>
2022-10-25 21:35:43 status unpacked libbrotli1:amd64 1.0.9-2build6
2022-10-25 21:35:43 status half-configured libbrotli1:amd64 1.0.9-2build6
2022-10-25 21:35:43 status installed libbrotli1:amd64 1.0.9-2build6
2022-10-25 21:35:43 configure libedit2:amd64 3.1-20210910-1build1 <none>
2022-10-25 21:35:43 status unpacked libedit2:amd64 3.1-20210910-1build1
2022-10-25 21:35:43 status half-configured libedit2:amd64 3.1-20210910-1build1
2022-10-25 21:35:43 status installed libedit2:amd64 3.1-20210910-1build1
2022-10-25 21:35:43 configure libsasl2-modules:amd64 2.1.27+dfsg2-3ubuntu1 <none>
2022-10-25 21:35:43 status unpacked libsasl2-modules:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:43 status half-configured libsasl2-modules:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:43 status installed libsasl2-modules:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:43 configure dosfstools:amd64 4.2-1build3 <none>
2022-10-25 21:35:43 status unpacked dosfstools:amd64 4.2-1build3
2022-10-25 21:35:43 status half-configured dosfstools:amd64 4.2-1build3
2022-10-25 21:35:43 status installed dosfstools:amd64 4.2-1build3
2022-10-25 21:35:43 configure binutils-common:amd64 2.38-4ubuntu2 <none>
2022-10-25 21:35:43 status unpacked binutils-common:amd64 2.38-4ubuntu2
2022-10-25 21:35:43 status half-configured binutils-common:amd64 2.38-4ubuntu2
2022-10-25 21:35:43 status installed binutils-common:amd64 2.38-4ubuntu2
2022-10-25 21:35:43 configure libnghttp2-14:amd64 1.43.0-1build3 <none>
2022-10-25 21:35:43 status unpacked libnghttp2-14:amd64 1.43.0-1build3
2022-10-25 21:35:43 status half-configured libnghttp2-14:amd64 1.43.0-1build3
2022-10-25 21:35:43 status installed libnghttp2-14:amd64 1.43.0-1build3
2022-10-25 21:35:43 configure libmagic1:amd64 1:5.41-3 <none>
2022-10-25 21:35:43 status unpacked libmagic1:amd64 1:5.41-3
2022-10-25 21:35:43 status half-configured libmagic1:amd64 1:5.41-3
2022-10-25 21:35:43 status installed libmagic1:amd64 1:5.41-3
2022-10-25 21:35:43 configure libglib2.0-bin:amd64 2.72.1-1 <none>
2022-10-25 21:35:43 status unpacked libglib2.0-bin:amd64 2.72.1-1
2022-10-25 21:35:43 status half-configured libglib2.0-bin:amd64 2.72.1-1
2022-10-25 21:35:43 status installed libglib2.0-bin:amd64 2.72.1-1
2022-10-25 21:35:43 configure libctf-nobfd0:amd64 2.38-4ubuntu2 <none>
2022-10-25 21:35:43 status unpacked libctf-nobfd0:amd64 2.38-4ubuntu2
2022-10-25 21:35:43 status half-configured libctf-nobfd0:amd64 2.38-4ubuntu2
2022-10-25 21:35:43 status installed libctf-nobfd0:amd64 2.38-4ubuntu2
2022-10-25 21:35:43 configure gettext-base:amd64 0.21-4ubuntu4 <none>
2022-10-25 21:35:43 status unpacked gettext-base:amd64 0.21-4ubuntu4
2022-10-25 21:35:43 status half-configured gettext-base:amd64 0.21-4ubuntu4
2022-10-25 21:35:43 status installed gettext-base:amd64 0.21-4ubuntu4
2022-10-25 21:35:43 configure libpackagekit-glib2-18:amd64 1.2.5-2ubuntu2 <none>
2022-10-25 21:35:43 status unpacked libpackagekit-glib2-18:amd64 1.2.5-2ubuntu2
2022-10-25 21:35:43 status half-configured libpackagekit-glib2-18:amd64 1.2.5-2ubuntu2
2022-10-25 21:35:43 status installed libpackagekit-glib2-18:amd64 1.2.5-2ubuntu2
2022-10-25 21:35:43 configure pastebinit:all 1.5.1-1ubuntu1 <none>
2022-10-25 21:35:43 status unpacked pastebinit:all 1.5.1-1ubuntu1
2022-10-25 21:35:43 status half-configured pastebinit:all 1.5.1-1ubuntu1
2022-10-25 21:35:43 status installed pastebinit:all 1.5.1-1ubuntu1
2022-10-25 21:35:43 configure liblzo2-2:amd64 2.10-2build3 <none>
2022-10-25 21:35:43 status unpacked liblzo2-2:amd64 2.10-2build3
2022-10-25 21:35:43 status half-configured liblzo2-2:amd64 2.10-2build3
2022-10-25 21:35:43 status installed liblzo2-2:amd64 2.10-2build3
2022-10-25 21:35:43 configure libnftnl11:amd64 1.2.1-1build1 <none>
2022-10-25 21:35:43 status unpacked libnftnl11:amd64 1.2.1-1build1
2022-10-25 21:35:43 status half-configured libnftnl11:amd64 1.2.1-1build1
2022-10-25 21:35:43 status installed libnftnl11:amd64 1.2.1-1build1
2022-10-25 21:35:43 configure libnpth0:amd64 1.6-3build2 <none>
2022-10-25 21:35:43 status unpacked libnpth0:amd64 1.6-3build2
2022-10-25 21:35:43 status half-configured libnpth0:amd64 1.6-3build2
2022-10-25 21:35:43 status installed libnpth0:amd64 1.6-3build2
2022-10-25 21:35:43 configure hdparm:amd64 9.60+ds-1build3 <none>
2022-10-25 21:35:43 status unpacked hdparm:amd64 9.60+ds-1build3
2022-10-25 21:35:43 status half-configured hdparm:amd64 9.60+ds-1build3
2022-10-25 21:35:43 status installed hdparm:amd64 9.60+ds-1build3
2022-10-25 21:35:43 configure python3-lazr.uri:all 1.0.6-2 <none>
2022-10-25 21:35:43 status unpacked python3-lazr.uri:all 1.0.6-2
2022-10-25 21:35:43 status half-configured python3-lazr.uri:all 1.0.6-2
2022-10-25 21:35:43 status installed python3-lazr.uri:all 1.0.6-2
2022-10-25 21:35:43 configure libntfs-3g89:amd64 1:2021.8.22-3ubuntu1.1 <none>
2022-10-25 21:35:43 status unpacked libntfs-3g89:amd64 1:2021.8.22-3ubuntu1.1
2022-10-25 21:35:43 status half-configured libntfs-3g89:amd64 1:2021.8.22-3ubuntu1.1
2022-10-25 21:35:43 status installed libntfs-3g89:amd64 1:2021.8.22-3ubuntu1.1
2022-10-25 21:35:43 configure file:amd64 1:5.41-3 <none>
2022-10-25 21:35:43 status unpacked file:amd64 1:5.41-3
2022-10-25 21:35:43 status half-configured file:amd64 1:5.41-3
2022-10-25 21:35:43 status installed file:amd64 1:5.41-3
2022-10-25 21:35:43 configure libassuan0:amd64 2.5.5-1build1 <none>
2022-10-25 21:35:43 status unpacked libassuan0:amd64 2.5.5-1build1
2022-10-25 21:35:43 status half-configured libassuan0:amd64 2.5.5-1build1
2022-10-25 21:35:43 status installed libassuan0:amd64 2.5.5-1build1
2022-10-25 21:35:43 configure python3-zipp:all 1.0.0-3 <none>
2022-10-25 21:35:43 status unpacked python3-zipp:all 1.0.0-3
2022-10-25 21:35:43 status half-configured python3-zipp:all 1.0.0-3
2022-10-25 21:35:43 status installed python3-zipp:all 1.0.0-3
2022-10-25 21:35:43 configure perl-modules-5.34:all 5.34.0-3ubuntu1.1 <none>
2022-10-25 21:35:43 status unpacked perl-modules-5.34:all 5.34.0-3ubuntu1.1
2022-10-25 21:35:43 status half-configured perl-modules-5.34:all 5.34.0-3ubuntu1.1
2022-10-25 21:35:43 status installed perl-modules-5.34:all 5.34.0-3ubuntu1.1
2022-10-25 21:35:43 configure lshw:amd64 02.19.git.2021.06.19.996aaad9c7-2build1 <none>
2022-10-25 21:35:43 status unpacked lshw:amd64 02.19.git.2021.06.19.996aaad9c7-2build1
2022-10-25 21:35:43 status half-configured lshw:amd64 02.19.git.2021.06.19.996aaad9c7-2build1
2022-10-25 21:35:43 status installed lshw:amd64 02.19.git.2021.06.19.996aaad9c7-2build1
2022-10-25 21:35:43 configure python3-newt:amd64 0.52.21-5ubuntu2 <none>
2022-10-25 21:35:43 status unpacked python3-newt:amd64 0.52.21-5ubuntu2
2022-10-25 21:35:43 status half-configured python3-newt:amd64 0.52.21-5ubuntu2
2022-10-25 21:35:43 status installed python3-newt:amd64 0.52.21-5ubuntu2
2022-10-25 21:35:43 configure libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1 <none>
2022-10-25 21:35:43 status unpacked libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2022-10-25 21:35:43 status half-configured libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2022-10-25 21:35:43 status installed libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2022-10-25 21:35:43 configure libunwind8:amd64 1.3.2-2build2 <none>
2022-10-25 21:35:43 status unpacked libunwind8:amd64 1.3.2-2build2
2022-10-25 21:35:43 status half-configured libunwind8:amd64 1.3.2-2build2
2022-10-25 21:35:43 status installed libunwind8:amd64 1.3.2-2build2
2022-10-25 21:35:43 configure apport-symptoms:all 0.24 <none>
2022-10-25 21:35:43 status unpacked apport-symptoms:all 0.24
2022-10-25 21:35:43 status half-configured apport-symptoms:all 0.24
2022-10-25 21:35:43 status installed apport-symptoms:all 0.24
2022-10-25 21:35:43 configure ntfs-3g:amd64 1:2021.8.22-3ubuntu1.1 <none>
2022-10-25 21:35:43 status unpacked ntfs-3g:amd64 1:2021.8.22-3ubuntu1.1
2022-10-25 21:35:43 status half-configured ntfs-3g:amd64 1:2021.8.22-3ubuntu1.1
2022-10-25 21:35:43 status installed ntfs-3g:amd64 1:2021.8.22-3ubuntu1.1
2022-10-25 21:35:43 configure libjansson4:amd64 2.13.1-1.1build3 <none>
2022-10-25 21:35:43 status unpacked libjansson4:amd64 2.13.1-1.1build3
2022-10-25 21:35:43 status half-configured libjansson4:amd64 2.13.1-1.1build3
2022-10-25 21:35:43 status installed libjansson4:amd64 2.13.1-1.1build3
2022-10-25 21:35:43 configure libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1 <none>
2022-10-25 21:35:43 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:43 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:43 status installed libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:43 configure update-motd:all 3.10 <none>
2022-10-25 21:35:43 status unpacked update-motd:all 3.10
2022-10-25 21:35:43 status half-configured update-motd:all 3.10
2022-10-25 21:35:43 status installed update-motd:all 3.10
2022-10-25 21:35:43 configure python3-six:all 1.16.0-3ubuntu1 <none>
2022-10-25 21:35:43 status unpacked python3-six:all 1.16.0-3ubuntu1
2022-10-25 21:35:43 status half-configured python3-six:all 1.16.0-3ubuntu1
2022-10-25 21:35:43 status installed python3-six:all 1.16.0-3ubuntu1
2022-10-25 21:35:43 configure apparmor:amd64 3.0.4-2ubuntu2.1 <none>
2022-10-25 21:35:43 status unpacked apparmor:amd64 3.0.4-2ubuntu2.1
2022-10-25 21:35:43 status half-configured apparmor:amd64 3.0.4-2ubuntu2.1
2022-10-25 21:35:43 status installed apparmor:amd64 3.0.4-2ubuntu2.1
2022-10-25 21:35:43 configure gir1.2-packagekitglib-1.0:amd64 1.2.5-2ubuntu2 <none>
2022-10-25 21:35:43 status unpacked gir1.2-packagekitglib-1.0:amd64 1.2.5-2ubuntu2
2022-10-25 21:35:43 status half-configured gir1.2-packagekitglib-1.0:amd64 1.2.5-2ubuntu2
2022-10-25 21:35:43 status installed gir1.2-packagekitglib-1.0:amd64 1.2.5-2ubuntu2
2022-10-25 21:35:43 configure libuv1:amd64 1.43.0-1 <none>
2022-10-25 21:35:43 status unpacked libuv1:amd64 1.43.0-1
2022-10-25 21:35:43 status half-configured libuv1:amd64 1.43.0-1
2022-10-25 21:35:43 status installed libuv1:amd64 1.43.0-1
2022-10-25 21:35:43 configure python3-pyparsing:all 2.4.7-1 <none>
2022-10-25 21:35:43 status unpacked python3-pyparsing:all 2.4.7-1
2022-10-25 21:35:43 status half-configured python3-pyparsing:all 2.4.7-1
2022-10-25 21:35:44 status installed python3-pyparsing:all 2.4.7-1
2022-10-25 21:35:44 configure busybox-static:amd64 1:1.30.1-7ubuntu3 <none>
2022-10-25 21:35:44 status unpacked busybox-static:amd64 1:1.30.1-7ubuntu3
2022-10-25 21:35:44 status half-configured busybox-static:amd64 1:1.30.1-7ubuntu3
2022-10-25 21:35:44 status installed busybox-static:amd64 1:1.30.1-7ubuntu3
2022-10-25 21:35:44 configure libpcap0.8:amd64 1.10.1-4build1 <none>
2022-10-25 21:35:44 status unpacked libpcap0.8:amd64 1.10.1-4build1
2022-10-25 21:35:44 status half-configured libpcap0.8:amd64 1.10.1-4build1
2022-10-25 21:35:44 status installed libpcap0.8:amd64 1.10.1-4build1
2022-10-25 21:35:44 configure mtr-tiny:amd64 0.95-1 <none>
2022-10-25 21:35:44 status unpacked mtr-tiny:amd64 0.95-1
2022-10-25 21:35:44 status half-configured mtr-tiny:amd64 0.95-1
2022-10-25 21:35:44 status installed mtr-tiny:amd64 0.95-1
2022-10-25 21:35:44 configure libx11-data:all 2:1.7.5-1 <none>
2022-10-25 21:35:44 status unpacked libx11-data:all 2:1.7.5-1
2022-10-25 21:35:44 status half-configured libx11-data:all 2:1.7.5-1
2022-10-25 21:35:44 status installed libx11-data:all 2:1.7.5-1
2022-10-25 21:35:44 configure gnupg-l10n:all 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:44 status unpacked gnupg-l10n:all 2.2.27-3ubuntu2.1
2022-10-25 21:35:44 status half-configured gnupg-l10n:all 2.2.27-3ubuntu2.1
2022-10-25 21:35:44 status installed gnupg-l10n:all 2.2.27-3ubuntu2.1
2022-10-25 21:35:44 configure ed:amd64 1.18-1 <none>
2022-10-25 21:35:44 status unpacked ed:amd64 1.18-1
2022-10-25 21:35:44 status half-configured ed:amd64 1.18-1
2022-10-25 21:35:44 status installed ed:amd64 1.18-1
2022-10-25 21:35:44 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4 <none>
2022-10-25 21:35:44 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2022-10-25 21:35:44 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2022-10-25 21:35:44 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2022-10-25 21:35:44 configure bash-completion:all 1:2.11-5ubuntu1 <none>
2022-10-25 21:35:44 status unpacked bash-completion:all 1:2.11-5ubuntu1
2022-10-25 21:35:44 status half-configured bash-completion:all 1:2.11-5ubuntu1
2022-10-25 21:35:44 status installed bash-completion:all 1:2.11-5ubuntu1
2022-10-25 21:35:44 configure friendly-recovery:all 0.2.42 <none>
2022-10-25 21:35:44 status unpacked friendly-recovery:all 0.2.42
2022-10-25 21:35:44 status half-configured friendly-recovery:all 0.2.42
2022-10-25 21:35:44 status installed friendly-recovery:all 0.2.42
2022-10-25 21:35:44 configure strace:amd64 5.16-0ubuntu3 <none>
2022-10-25 21:35:44 status unpacked strace:amd64 5.16-0ubuntu3
2022-10-25 21:35:44 status half-configured strace:amd64 5.16-0ubuntu3
2022-10-25 21:35:44 status installed strace:amd64 5.16-0ubuntu3
2022-10-25 21:35:44 configure python3-wadllib:all 1.3.6-1 <none>
2022-10-25 21:35:44 status unpacked python3-wadllib:all 1.3.6-1
2022-10-25 21:35:44 status half-configured python3-wadllib:all 1.3.6-1
2022-10-25 21:35:44 status installed python3-wadllib:all 1.3.6-1
2022-10-25 21:35:44 configure xz-utils:amd64 5.2.5-2ubuntu1 <none>
2022-10-25 21:35:44 status unpacked xz-utils:amd64 5.2.5-2ubuntu1
2022-10-25 21:35:44 status half-configured xz-utils:amd64 5.2.5-2ubuntu1
2022-10-25 21:35:44 status installed xz-utils:amd64 5.2.5-2ubuntu1
2022-10-25 21:35:44 configure libpng16-16:amd64 1.6.37-3build5 <none>
2022-10-25 21:35:44 status unpacked libpng16-16:amd64 1.6.37-3build5
2022-10-25 21:35:44 status half-configured libpng16-16:amd64 1.6.37-3build5
2022-10-25 21:35:44 status installed libpng16-16:amd64 1.6.37-3build5
2022-10-25 21:35:44 configure libevent-core-2.1-7:amd64 2.1.12-stable-1build3 <none>
2022-10-25 21:35:44 status unpacked libevent-core-2.1-7:amd64 2.1.12-stable-1build3
2022-10-25 21:35:44 status half-configured libevent-core-2.1-7:amd64 2.1.12-stable-1build3
2022-10-25 21:35:44 status installed libevent-core-2.1-7:amd64 2.1.12-stable-1build3
2022-10-25 21:35:44 configure patch:amd64 2.7.6-7build2 <none>
2022-10-25 21:35:44 status unpacked patch:amd64 2.7.6-7build2
2022-10-25 21:35:44 status half-configured patch:amd64 2.7.6-7build2
2022-10-25 21:35:44 status installed patch:amd64 2.7.6-7build2
2022-10-25 21:35:44 configure usb.ids:all 2022.04.02-1 <none>
2022-10-25 21:35:44 status unpacked usb.ids:all 2022.04.02-1
2022-10-25 21:35:44 status half-configured usb.ids:all 2022.04.02-1
2022-10-25 21:35:44 status installed usb.ids:all 2022.04.02-1
2022-10-25 21:35:44 configure libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1 <none>
2022-10-25 21:35:44 status unpacked libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:44 status half-configured libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:44 status installed libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1
2022-10-25 21:35:44 configure libssh-4:amd64 0.9.6-2build1 <none>
2022-10-25 21:35:44 status unpacked libssh-4:amd64 0.9.6-2build1
2022-10-25 21:35:44 status half-configured libssh-4:amd64 0.9.6-2build1
2022-10-25 21:35:44 status installed libssh-4:amd64 0.9.6-2build1
2022-10-25 21:35:44 configure python3-jeepney:all 0.7.1-3 <none>
2022-10-25 21:35:44 status unpacked python3-jeepney:all 0.7.1-3
2022-10-25 21:35:44 status half-configured python3-jeepney:all 0.7.1-3
2022-10-25 21:35:44 status installed python3-jeepney:all 0.7.1-3
2022-10-25 21:35:44 configure lsof:amd64 4.93.2+dfsg-1.1build2 <none>
2022-10-25 21:35:44 status unpacked lsof:amd64 4.93.2+dfsg-1.1build2
2022-10-25 21:35:44 status half-configured lsof:amd64 4.93.2+dfsg-1.1build2
2022-10-25 21:35:44 status installed lsof:amd64 4.93.2+dfsg-1.1build2
2022-10-25 21:35:44 configure libutempter0:amd64 1.2.1-2build2 <none>
2022-10-25 21:35:44 status unpacked libutempter0:amd64 1.2.1-2build2
2022-10-25 21:35:44 status half-configured libutempter0:amd64 1.2.1-2build2
2022-10-25 21:35:44 status installed libutempter0:amd64 1.2.1-2build2
2022-10-25 21:35:44 configure nano:amd64 6.2-1 <none>
2022-10-25 21:35:44 status unpacked nano:amd64 6.2-1
